Nh,Ns,"(0, 1)","(7, 8)",陶菊隐,湖南,"['陶菊隐', '（', '1898', '~', '1989', '）', '，', '湖南', '长沙人', '，', '民国', '时代', '的', '著名', '记者', '，', '近代', '军阀史', '的', '权威', '见证者', '和', '整理', '研究者', '。']"
Nh,Nh,"(34, 35)","(37, 38)",刘镇华,张广建,"['直', '皖', '战争', '前', '，', '被', '称为', '皖系', '或', '附庸', '于', '皖系', '的', '各省', '军阀', '有', '山东', '田中玉', '、', '安徽', '倪嗣冲', '、', '浙江', '卢永祥', '、', '福建', '李厚基', '、', '山西', '阎锡山', '、', '陕西', '陈树藩', '和', '刘镇华', '、', '甘肃', '张广建', '等', '。']"
Ns,Nh,"(36, 37)","(37, 38)",甘肃,张广建,"['直', '皖', '战争', '前', '，', '被', '称为', '皖系', '或', '附庸', '于', '皖系', '的', '各省', '军阀', '有', '山东', '田中玉', '、', '安徽', '倪嗣冲', '、', '浙江', '卢永祥', '、', '福建', '李厚基', '、', '山西', '阎锡山', '、', '陕西', '陈树藩', '和', '刘镇华', '、', '甘肃', '张广建', '等', '。']"
Nh,Nh,"(0, 1)","(5, 6)",阎锡山,刘镇华,"['阎锡山', '曾', '出兵', '娘子关', '，', '刘镇华', '也', '曾', '出兵', '潼关', '，', '企图', '策应', '边防军', '作战', '，', '由于', '战争', '迅速', '结束', '，', '他们', '都', '悄悄', '收兵', '退归', '原防', '。']"
Nh,Ns,"(5, 6)","(9, 10)",刘镇华,潼关,"['阎锡山', '曾', '出兵', '娘子关', '，', '刘镇华', '也', '曾', '出兵', '潼关', '，', '企图', '策应', '边防军', '作战', '，', '由于', '战争', '迅速', '结束', '，', '他们', '都', '悄悄', '收兵', '退归', '原防', '。']"
Nh,Ns,"(0, 1)","(2, 3)",胡景翼,三原,"['胡景翼', '回到', '三原', '后', '，', '于', '9月', '1日', '改称', '陕西', '靖国军', '总指挥', '，', '仍', '与', '陈树藩', '为', '敌', '。']"
Ns,Ns,"(2, 3)","(9, 11)",三原,陕西靖国军,"['胡景翼', '回到', '三原', '后', '，', '于', '9月', '1日', '改称', '陕西', '靖国军', '总指挥', '，', '仍', '与', '陈树藩', '为', '敌', '。']"
Ns,Nh,"(9, 11)","(15, 16)",陕西靖国军,陈树藩,"['胡景翼', '回到', '三原', '后', '，', '于', '9月', '1日', '改称', '陕西', '靖国军', '总指挥', '，', '仍', '与', '陈树藩', '为', '敌', '。']"
Nh,Ns,"(0, 1)","(3, 4)",张广建,甘肃,"['张广建', '久', '为', '甘肃', '人民', '所', '切齿', '，', '他', '与', '陇南镇', '守', '使', '孔繁锦', '勒令', '农民', '种植', '鸦片', '，', '每亩', '抽', '收', '库平', '六', '两', '六', '钱', '，', '又', '派', '兵士', '保护', '运输', '烟土', '，', '每', '百', '两', '抽', '收', '十', '元', '，', '引起', '全国', '舆论', '的', '攻击', '，', '北京', '政府', '打算', '借口', '违法', '种烟', '予以', '撤换', '。']"
Ns,Ns,"(3, 4)","(10, 11)",甘肃,陇南镇,"['张广建', '久', '为', '甘肃', '人民', '所', '切齿', '，', '他', '与', '陇南镇', '守', '使', '孔繁锦', '勒令', '农民', '种植', '鸦片', '，', '每亩', '抽', '收', '库平', '六', '两', '六', '钱', '，', '又', '派', '兵士', '保护', '运输', '烟土', '，', '每', '百', '两', '抽', '收', '十', '元', '，', '引起', '全国', '舆论', '的', '攻击', '，', '北京', '政府', '打算', '借口', '违法', '种烟', '予以', '撤换', '。']"
Ns,Nh,"(10, 11)","(13, 14)",陇南镇,孔繁锦,"['张广建', '久', '为', '甘肃', '人民', '所', '切齿', '，', '他', '与', '陇南镇', '守', '使', '孔繁锦', '勒令', '农民', '种植', '鸦片', '，', '每亩', '抽', '收', '库平', '六', '两', '六', '钱', '，', '又', '派', '兵士', '保护', '运输', '烟土', '，', '每', '百', '两', '抽', '收', '十', '元', '，', '引起', '全国', '舆论', '的', '攻击', '，', '北京', '政府', '打算', '借口', '违法', '种烟', '予以', '撤换', '。']"
Ns,Nh,"(3, 4)","(6, 7)",宁夏,马福祥,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Ns,"(3, 4)","(8, 10)",宁夏,甘边宁海镇,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Ns,"(6, 7)","(8, 10)",马福祥,甘边宁海镇,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Nh,"(6, 7)","(12, 13)",马福祥,马麒,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Nh,"(8, 10)","(12, 13)",甘边宁海镇,马麒,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Ns,"(8, 10)","(14, 15)",甘边宁海镇,导河镇,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Ns,"(12, 13)","(14, 15)",马麒,导河镇,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Nh,"(12, 13)","(17, 18)",马麒,裴建准,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Ns,"(12, 13)","(19, 20)",马麒,甘州,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Nh,"(14, 15)","(17, 18)",导河镇,裴建准,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Ns,"(14, 15)","(19, 20)",导河镇,甘州,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Ns,"(17, 18)","(19, 20)",裴建准,甘州,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Nh,"(17, 18)","(22, 23)",裴建准,马麟,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ns,Nh,"(19, 20)","(22, 23)",甘州,马麟,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Nh,Nh,"(22, 23)","(27, 28)",马麟,张广建,"['12月', '27日', '，', '宁夏', '护军', '使', '马福祥', '、', '甘边', '宁海镇', '守', '使', '马麒', '、', '导河镇', '守', '使', '裴建准', '、', '甘州', '镇守', '使', '马麟', '联名', '通电', '，', '指斥', '张广建', '仇视', '回教', '，', '侵吞', '公款', '，', '宣布', '与', '之', '脱离', '关系', '。']"
Ni,Ns,"(3, 5)","(6, 7)",北京政府,绥远,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Ns,Nh,"(6, 7)","(13, 14)",绥远,蔡成勋,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Nh,Ns,"(13, 14)","(15, 16)",蔡成勋,甘肃,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Nh,Nh,"(13, 14)","(19, 20)",蔡成勋,马福祥,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Ns,Nh,"(15, 16)","(19, 20)",甘肃,马福祥,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Ns,Ns,"(15, 16)","(21, 22)",甘肃,绥远,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Nh,Ns,"(19, 20)","(21, 22)",马福祥,绥远,"['同月', '31日', '，', '北京', '政府', '调任', '绥远', '都', '统', '、', '第一', '师', '师长', '蔡成勋', '为', '甘肃', '督军', '，', '调任', '马福祥', '为', '绥远', '都', '统', '。']"
Ni,Nh,"(27, 29)","(30, 31)",北京政府,吴佩孚,"['直', '皖', '战争', '结束', '后', '，', '山东', '人民', '展开', '了', '废除', '督军', '的', '运动', '，', '但', '因', '督军制', '一时', '尚', '不', '能', '废止', '，', '便', '又', '请', '北京', '政府', '改派', '吴佩孚', '继任', '山东', '督军', '。']"
Ni,Ns,"(27, 29)","(32, 33)",北京政府,山东,"['直', '皖', '战争', '结束', '后', '，', '山东', '人民', '展开', '了', '废除', '督军', '的', '运动', '，', '但', '因', '督军制', '一时', '尚', '不', '能', '废止', '，', '便', '又', '请', '北京', '政府', '改派', '吴佩孚', '继任', '山东', '督军', '。']"
Nh,Ns,"(30, 31)","(32, 33)",吴佩孚,山东,"['直', '皖', '战争', '结束', '后', '，', '山东', '人民', '展开', '了', '废除', '督军', '的', '运动', '，', '但', '因', '督军制', '一时', '尚', '不', '能', '废止', '，', '便', '又', '请', '北京', '政府', '改派', '吴佩孚', '继任', '山东', '督军', '。']"
Ns,Ns,"(0, 1)","(2, 3)",上海,浙江,"['上海', '和', '浙江', '是', '皖', '系', '保存', '下来', '的', '最', '大', '据点', '，', '而', '卢永祥', '拥有', '北洋军', '第四', '、', '第十', '两', '师', '的', '雄厚', '兵力', '，', '也', '不', '容易', '被', '人', '打倒', '，', '因此', '卢永祥', '、', '何丰林', '的', '地位', '能够', '维持', '不', '动', '。']"
Nh,Nh,"(34, 35)","(36, 37)",卢永祥,何丰林,"['上海', '和', '浙江', '是', '皖', '系', '保存', '下来', '的', '最', '大', '据点', '，', '而', '卢永祥', '拥有', '北洋军', '第四', '、', '第十', '两', '师', '的', '雄厚', '兵力', '，', '也', '不', '容易', '被', '人', '打倒', '，', '因此', '卢永祥', '、', '何丰林', '的', '地位', '能够', '维持', '不', '动', '。']"
Ns,Nh,"(0, 1)","(2, 3)",福建,李厚,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Ns,Ns,"(0, 1)","(3, 4)",福建,基北,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Ns,Ns,"(0, 1)","(5, 6)",福建,浙江,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Nh,Ns,"(2, 3)","(3, 4)",李厚,基北,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Nh,Ns,"(2, 3)","(5, 6)",李厚,浙江,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Ns,Ns,"(3, 4)","(5, 6)",基北,浙江,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Ns,Nh,"(5, 6)","(11, 12)",浙江,陈炯明,"['福建', '督军', '李厚', '基北', '与', '浙江', '打成一片', '，', '南', '与', '粤军', '陈炯明', '订', '有', '停战', '条约', '，', '直系', '对', '他', '只能', '置', '而', '不', '问', '。']"
Ns,Nh,"(0, 1)","(2, 3)",安徽,倪嗣冲,"['安徽', '督军', '倪嗣冲', '在', '皖系', '军阀', '中', '是', '个', '著名', '死硬派', '，', '此时', '病势', '沉重', '，', '在', '北戴河', '养病', '未', '归', '。']"
Ns,Ns,"(6, 7)","(10, 11)",安徽,山东,"['直', '皖', '战争', '结束', '后', '，', '安徽', '人民', '也', '和', '山东', '一样', '展开', '了', '废除', '督军', '的', '运动', '，', '但', '又', '表示', '如果', '一时', '不', '能', '废督', '，', '则', '请', '派', '冯玉祥', '继任', '安徽', '督军', '。']"
Nh,Ns,"(31, 32)","(33, 34)",冯玉祥,安徽,"['直', '皖', '战争', '结束', '后', '，', '安徽', '人民', '也', '和', '山东', '一样', '展开', '了', '废除', '督军', '的', '运动', '，', '但', '又', '表示', '如果', '一时', '不', '能', '废督', '，', '则', '请', '派', '冯玉祥', '继任', '安徽', '督军', '。']"
Nh,Nh,"(20, 21)","(27, 28)",张作霖,张勋继,"['另一方面', '，', '安徽', '督军', '一', '职', '成为', '直', '奉', '两', '系', '军阀', '你', '争', '我', '夺', '的', '目的', '物', '，', '张作霖', '竭力', '保举', '他', '的', '儿女', '亲家', '张勋继', '任定', '国军', '讨曹', '锟', '的', '檄文', '指责', '曹锟', '、', '张作霖', '勾结', '张勋', '，', '重谋', '复辟', '。']"
Nh,Nh,"(35, 36)","(37, 38)",曹锟,张作霖,"['另一方面', '，', '安徽', '督军', '一', '职', '成为', '直', '奉', '两', '系', '军阀', '你', '争', '我', '夺', '的', '目的', '物', '，', '张作霖', '竭力', '保举', '他', '的', '儿女', '亲家', '张勋继', '任定', '国军', '讨曹', '锟', '的', '檄文', '指责', '曹锟', '、', '张作霖', '勾结', '张勋', '，', '重谋', '复辟', '。']"
Nh,Nh,"(35, 36)","(39, 40)",曹锟,张勋,"['另一方面', '，', '安徽', '督军', '一', '职', '成为', '直', '奉', '两', '系', '军阀', '你', '争', '我', '夺', '的', '目的', '物', '，', '张作霖', '竭力', '保举', '他', '的', '儿女', '亲家', '张勋继', '任定', '国军', '讨曹', '锟', '的', '檄文', '指责', '曹锟', '、', '张作霖', '勾结', '张勋', '，', '重谋', '复辟', '。']"
Nh,Nh,"(37, 38)","(39, 40)",张作霖,张勋,"['另一方面', '，', '安徽', '督军', '一', '职', '成为', '直', '奉', '两', '系', '军阀', '你', '争', '我', '夺', '的', '目的', '物', '，', '张作霖', '竭力', '保举', '他', '的', '儿女', '亲家', '张勋继', '任定', '国军', '讨曹', '锟', '的', '檄文', '指责', '曹锟', '、', '张作霖', '勾结', '张勋', '，', '重谋', '复辟', '。']"
Nh,Nh,"(0, 1)","(2, 3)",曹,张,"['曹', '、', '张', '曾', '通电', '否认', '其', '事', '。']"
Nh,Ns,"(1, 2)","(4, 5)",李纯,徐海镇,"['，', '李纯', '也', '保举', '徐海镇', '守使', '张文生', '升', '任', '。']"
Nh,Nh,"(1, 2)","(6, 7)",李纯,张文生,"['，', '李纯', '也', '保举', '徐海镇', '守使', '张文生', '升', '任', '。']"
Ns,Nh,"(4, 5)","(6, 7)",徐海镇,张文生,"['，', '李纯', '也', '保举', '徐海镇', '守使', '张文生', '升', '任', '。']"
Ns,Nh,"(20, 21)","(24, 25)",安徽,张作霖,"['张勋', '是', '全国', '人民', '所', '唾弃', '的', '复辟', '首犯', '，', '安徽', '人民', '和', '各', '方面', '都', '激烈', '反对', '他', '继任', '安徽', '督军', '，', '于是', '张作霖', '又', '保举', '另', '一', '儿女', '亲家', '鲍贵卿', '调任', '安徽', '督军', '。']"
Nh,Nh,"(24, 25)","(31, 32)",张作霖,鲍贵卿,"['张勋', '是', '全国', '人民', '所', '唾弃', '的', '复辟', '首犯', '，', '安徽', '人民', '和', '各', '方面', '都', '激烈', '反对', '他', '继任', '安徽', '督军', '，', '于是', '张作霖', '又', '保举', '另', '一', '儿女', '亲家', '鲍贵卿', '调任', '安徽', '督军', '。']"
Nh,Ns,"(31, 32)","(33, 34)",鲍贵卿,安徽,"['张勋', '是', '全国', '人民', '所', '唾弃', '的', '复辟', '首犯', '，', '安徽', '人民', '和', '各', '方面', '都', '激烈', '反对', '他', '继任', '安徽', '督军', '，', '于是', '张作霖', '又', '保举', '另', '一', '儿女', '亲家', '鲍贵卿', '调任', '安徽', '督军', '。']"
Nh,Ns,"(0, 1)","(2, 3)",吴佩孚,山东,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Nh,Nh,"(0, 1)","(5, 6)",吴佩孚,冯玉祥,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Nh,Ns,"(0, 1)","(7, 8)",吴佩孚,安徽,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Ns,Nh,"(2, 3)","(5, 6)",山东,冯玉祥,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Ns,Ns,"(2, 3)","(7, 8)",山东,安徽,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Nh,Ns,"(5, 6)","(7, 8)",冯玉祥,安徽,"['吴佩孚', '为', '山东', '人', '，', '冯玉祥', '为', '安徽', '人', '，', '所以', '受到', '两', '省', '团体', '的', '推戴', '。']"
Nh,Ns,"(5, 6)","(10, 11)",徐世昌,安徽,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Nh,Nh,"(5, 6)","(12, 13)",徐世昌,张作霖,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Ns,Nh,"(10, 11)","(12, 13)",安徽,张作霖,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Ns,Ns,"(10, 11)","(17, 18)",安徽,安徽,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Nh,Ns,"(12, 13)","(17, 18)",张作霖,安徽,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Ns,Nh,"(17, 18)","(22, 23)",安徽,鲍,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Nh,Ns,"(22, 23)","(27, 28)",鲍,安徽,"['为了', '迎合', '自治', '潮流', '，', '徐世昌', '主张', '派', '姜桂题', '到', '安徽', '，', '张作霖', '也', '保荐鲍', '贵卿', '继任', '安徽', '督军', '，', '姜', '、', '鲍', '两', '人', '都', '是', '安徽', '人', '。']"
Ns,Ns,"(0, 1)","(6, 7)",徐世昌,安徽,"['徐世昌', '本来', '打算', '派', '姜桂题', '为', '安徽', '督军', '，', '因为', '直', '奉', '两', '系', '对', '此席', '竞争', '甚', '烈', '，', '也', '就', '不', '敢', '提出', '了', '。']"
Nh,Nh,"(0, 1)","(2, 3)",李纯,张文生,"['李纯', '保举', '张文生', '是', '别有用心', '的', '。']"
Nh,Nh,"(0, 1)","(2, 3)",张文生,张勋,"['张文生', '是', '张勋', '的', '旧部', '。']"
Nh,Ni,"(1, 2)","(5, 7)",张勋,北京政府,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Nh,Ns,"(1, 2)","(8, 9)",张勋,怀柔,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Ni,Ns,"(5, 7)","(8, 9)",北京政府,怀柔,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Ni,Nh,"(5, 7)","(12, 13)",北京政府,张文生,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Ns,Nh,"(8, 9)","(12, 13)",怀柔,张文生,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Ns,Ns,"(8, 9)","(14, 15)",怀柔,徐海镇,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Nh,Ns,"(12, 13)","(14, 15)",张文生,徐海镇,"['以前', '张勋', '失败', '后', '，', '北京', '政府', '采取', '怀柔', '政策', '，', '派', '张文生', '为', '徐海镇', '守使', '，', '叫', '他', '驻守', '原防', '收', '抚辫', '子军', '。']"
Nh,Ns,"(1, 2)","(5, 6)",徐海,江苏,"['而', '徐海', '一带', '本', '系', '江苏', '督军', '的', '辖', '地', '，', '李纯久', '想', '设法', '收回', '。']"
Ns,Nh,"(5, 6)","(11, 12)",江苏,李纯久,"['而', '徐海', '一带', '本', '系', '江苏', '督军', '的', '辖', '地', '，', '李纯久', '想', '设法', '收回', '。']"
Nh,Nh,"(0, 1)","(3, 4)",张文生,张作霖,"['张文生', '为了', '讨好', '张作霖', '，', '曾', '表示', '欢迎', '自己', '的', '老上司', '张勋', '回任', '安徽', '督军', '。']"
Nh,Ns,"(11, 12)","(13, 14)",张勋,安徽,"['张文生', '为了', '讨好', '张作霖', '，', '曾', '表示', '欢迎', '自己', '的', '老上司', '张勋', '回任', '安徽', '督军', '。']"
Ni,Nh,"(1, 3)","(8, 9)",北京政府,张作霖,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
Nh,Ns,"(19, 20)","(21, 22)",张文生,安徽,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
Nh,Nh,"(19, 20)","(26, 27)",张文生,李纯,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
