Ns,Ns,"(31, 32)","(34, 35)",宣武门,太平湖,"['咸丰', '十年', '，', '十九岁', '的', '醇', '郡王', '奕', '囗', '奉旨', '与', '懿', '贵妃', '叶赫那拉', '氏', '的', '妹妹', '成婚', '，', '依例', '先行', '分府', '出宫', '，', '他', '受', '赐', '的', '府邸', '坐落', '在', '宣武门', '内', '的', '太平湖', '东岸', '，', '即', '现在', '中央音乐学院', '所在地', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(1, 2)","(8, 9)",溥仪,庄士敦,"['（', '溥仪', '）', '及', '韬', '庵', '，', '云', '庄士敦', '已往', '荷兰', '、', '英吉利', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(8, 9)","(10, 11)",庄士敦,荷兰,"['（', '溥仪', '）', '及', '韬', '庵', '，', '云', '庄士敦', '已往', '荷兰', '、', '英吉利', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(8, 9)","(12, 13)",庄士敦,英吉利,"['（', '溥仪', '）', '及', '韬', '庵', '，', '云', '庄士敦', '已往', '荷兰', '、', '英吉利', '使馆', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(10, 11)","(12, 13)",荷兰,英吉利,"['（', '溥仪', '）', '及', '韬', '庵', '，', '云', '庄士敦', '已往', '荷兰', '、', '英吉利', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(0, 1)","(3, 4)",余定,日本,"['余定', '议奉', '上幸', '日本', '使']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(10, 11)","(14, 16)",东交民巷,长安街转南,"['德', '医院', '至日', '使馆', '有', '二道', '，', '约里许', '：', '一自', '东交民巷', '转北', '，', '一自', '长安街', '转南', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(0, 1)","(1, 2)",韬,庵,"['韬', '庵', '亦', '至', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(4, 5)","(11, 12)",北府,庄士敦,"['上', '曰', '：', '“', '北府', '人知', '我', '至', '医院', '耳', '，', '庄士敦', '、']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(0, 1)","(7, 8)",余复,贝勒,"['余复', '至', '医院', '，', '摄政王', '、', '涛', '贝勒', '皆', '至', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(8, 9)",段祺瑞,张作霖,"['上命', '余', '往告', '段祺瑞', '，', '命张', '文治', '往告', '张作霖', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(1, 2)","(3, 4)",庄士敦,郑孝胥,"['关于', '庄士敦', '，', '郑孝胥', '在', '日记', '里', '只', '简单', '地提', '了', '一句', '，', '原因', '是', '他', '在', '德国', '医院', '没有', '看见', '庄士敦', '，', '庄士敦', '那时', '已经', '带', '着', '忿懑', '到', '日本', '使馆', '去', '了', '。']",《溥仪自传--我的前半生》.txt
Ni,Nh,"(17, 19)","(21, 22)",德国医院,庄士敦,"['关于', '庄士敦', '，', '郑孝胥', '在', '日记', '里', '只', '简单', '地提', '了', '一句', '，', '原因', '是', '他', '在', '德国', '医院', '没有', '看见', '庄士敦', '，', '庄士敦', '那时', '已经', '带', '着', '忿懑', '到', '日本', '使馆', '去', '了', '。']",《溥仪自传--我的前半生》.txt
Ni,Nh,"(17, 19)","(23, 24)",德国医院,庄士敦,"['关于', '庄士敦', '，', '郑孝胥', '在', '日记', '里', '只', '简单', '地提', '了', '一句', '，', '原因', '是', '他', '在', '德国', '医院', '没有', '看见', '庄士敦', '，', '庄士敦', '那时', '已经', '带', '着', '忿懑', '到', '日本', '使馆', '去', '了', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(21, 22)","(23, 24)",庄士敦,庄士敦,"['关于', '庄士敦', '，', '郑孝胥', '在', '日记', '里', '只', '简单', '地提', '了', '一句', '，', '原因', '是', '他', '在', '德国', '医院', '没有', '看见', '庄士敦', '，', '庄士敦', '那时', '已经', '带', '着', '忿懑', '到', '日本', '使馆', '去', '了', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(23, 24)","(30, 31)",庄士敦,日本,"['关于', '庄士敦', '，', '郑孝胥', '在', '日记', '里', '只', '简单', '地提', '了', '一句', '，', '原因', '是', '他', '在', '德国', '医院', '没有', '看见', '庄士敦', '，', '庄士敦', '那时', '已经', '带', '着', '忿懑', '到', '日本', '使馆', '去', '了', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(2, 3)","(9, 10)",日本,庄,"['我', '在', '日本', '使馆', '里', '和', '这位', '一去不回', '的', '庄', '师傅', '相见', '时', '，', '很觉', '奇怪', '。']",《溥仪自传--我的前半生》.txt
Ns,BOOK,"(48, 49)","(43, 44)",日本,《紫禁城的黄昏》,"['后来', '我', '才', '弄', '明白', '，', '引起', '他', '忿懑', '的', '，', '并非', '像', '他', '那天', '和', '我', '解释', '的', '“', '麻克类', '说', '，', '那里', '地方', '很小', '，', '不便', '招待', '”', '，', '以致', '有失', '面子', '，', '更', '不', '像', '后来', '在', '自己', '的', '著作', '《紫禁城的黄昏》', '一书中', '所说', '，', '只有', '日本', '公使馆', '才', '愿意', '给', '我', '以', '有效', '保护', '（', '也许', '英国', '公使馆', '有', '这个', '看法', '—', '—', '他', '在', '书', '中', '是', '这样', '说', '的', '）', '，', '而', '他', '在', '这次', '争夺战', '中成', '了', '败北', '者', '，', '才', '是', '使', '他', '忿懑', '的', '根本原因', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(0, 1)","(2, 3)",陈宝琛,庄士敦,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ni,"(0, 1)","(4, 6)",陈宝琛,德国医院,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(0, 1)","(7, 8)",陈宝琛,孝,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ni,"(2, 3)","(4, 6)",庄士敦,德国医院,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(2, 3)","(7, 8)",庄士敦,孝,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Ni,Ns,"(4, 6)","(7, 8)",德国医院,孝,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Ni,Ns,"(4, 6)","(12, 13)",德国医院,日本,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(7, 8)","(12, 13)",孝,日本,"['陈宝琛', '、', '庄士敦', '从幸', '德国', '医院', '，', '孝', '臀', '踵至', '，', '遂入', '日本', '使馆', '。']",《溥仪自传--我的前半生》.txt
Nh,BOOK,"(2, 3)","(3, 4)",刘邦,《大风歌》,"['①', '见', '刘邦', '《大风歌》', '：', '“', '大风', '起', '兮', '云飞扬', '，', '威加', '海内', '兮', '归', '故乡', '，', '安', '得', '猛士', '兮', '守', '四方', '？', '”']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(8, 9)","(14, 15)",郑孝胥,谦吉,"['因此', '，', '他', '并不认为', '必须', '把', '他', '和', '郑孝胥', '先生', '谈', '的话', '向', '芳泽', '谦吉', '先生', '汇报', '，', '而且', '他', '也', '没有', '这样', '做', '。']",《溥仪自传--我的前半生》.txt
Ni,Nh,"(0, 3)","(9, 10)",日本芳泽公使,溥仪,"['日本', '芳泽', '公使', '，', '昨日', '对于', '往访', '记者', '所谈逊帝', '溥仪', '迁入', '日本', '使馆', '之', '经过', '，']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(9, 10)","(11, 12)",溥仪,日本,"['日本', '芳泽', '公使', '，', '昨日', '对于', '往访', '记者', '所谈逊帝', '溥仪', '迁入', '日本', '使馆', '之', '经过', '，']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(0, 1)","(7, 8)",逊帝,万希,"['逊帝', '遣', '某来', '为', '之', '先容', '，', '万希', '俯允', '所请', '等', '语', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(0, 1)","(7, 8)",余即,日本,"['余即', '接得', '报告', '，', '谓逊帝', '已', '至', '日本', '兵营', '，', '要求', '与', '余面', '会', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(14, 15)","(17, 18)",张勋,黎元洪,"['我', '还', '记得', '，', '七年', '前', '我', '第二次', '做', '皇帝', '的', '时候', '，', '被', '张勋', '赶走', '的', '黎元洪', '也', '在', '这里', '住', '过', '，', '我', '第二次', '退位', '以后', '，', '被', '段祺瑞', '赶走', '的', '张勋', '做', '过', '荷兰', '使馆', '的', '客人', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(30, 31)","(33, 34)",段祺瑞,张勋,"['我', '还', '记得', '，', '七年', '前', '我', '第二次', '做', '皇帝', '的', '时候', '，', '被', '张勋', '赶走', '的', '黎元洪', '也', '在', '这里', '住', '过', '，', '我', '第二次', '退位', '以后', '，', '被', '段祺瑞', '赶走', '的', '张勋', '做', '过', '荷兰', '使馆', '的', '客人', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(30, 31)","(36, 37)",段祺瑞,荷兰,"['我', '还', '记得', '，', '七年', '前', '我', '第二次', '做', '皇帝', '的', '时候', '，', '被', '张勋', '赶走', '的', '黎元洪', '也', '在', '这里', '住', '过', '，', '我', '第二次', '退位', '以后', '，', '被', '段祺瑞', '赶走', '的', '张勋', '做', '过', '荷兰', '使馆', '的', '客人', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(33, 34)","(36, 37)",张勋,荷兰,"['我', '还', '记得', '，', '七年', '前', '我', '第二次', '做', '皇帝', '的', '时候', '，', '被', '张勋', '赶走', '的', '黎元洪', '也', '在', '这里', '住', '过', '，', '我', '第二次', '退位', '以后', '，', '被', '段祺瑞', '赶走', '的', '张勋', '做', '过', '荷兰', '使馆', '的', '客人', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(15, 16)","(19, 20)",曲同丰,日本,"['执政府', '除了', '向', '芳泽', '公使', '做', '了', '表示', '之外', '，', '并且', '派', '了', '陆军', '中将', '曲同丰', '，', '亲自', '到', '日本', '兵营', '的', '竹本', '大佐', '那里', '，', '再次', '表明', '：', '“', '执政府', '极愿', '尊重', '逊帝', '的', '自由', '意志', '，', '并', '于', '可能', '范围', '内', '，', '保护', '其', '生命财产', '及其', '关系', '者', '之', '安全', '。', '”']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(19, 20)","(21, 22)",段祺瑞,张作霖,"['以', '我', '父亲', '为首', '的', '王公', '们', '曾', '来', '劝', '我口', '去', '，', '说北府', '现在', '已经', '安全', '，', '有', '段祺瑞', '和', '张作霖', '在', '，', '国民军', '决', '不敢', '任意', '行事', '，', '还', '说', '段', '和', '张', '都', '向', '他们', '做', '了', '保证', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(7, 8)",罗振玉,段,"['但', '我', '相信', '罗振玉', '他们', '的话', '，', '段', '和', '张', '的', '保证', '都', '是因为', '我进', '了', '使馆', '才', '说', '的', '，', '我', '如果', '还', '在', '北府', '，', '而', '国民军', '还', '在', '北京', '，', '什么', '保证', '都', '靠不住', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(9, 10)",罗振玉,张,"['但', '我', '相信', '罗振玉', '他们', '的话', '，', '段', '和', '张', '的', '保证', '都', '是因为', '我进', '了', '使馆', '才', '说', '的', '，', '我', '如果', '还', '在', '北府', '，', '而', '国民军', '还', '在', '北京', '，', '什么', '保证', '都', '靠不住', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(7, 8)","(9, 10)",段,张,"['但', '我', '相信', '罗振玉', '他们', '的话', '，', '段', '和', '张', '的', '保证', '都', '是因为', '我进', '了', '使馆', '才', '说', '的', '，', '我', '如果', '还', '在', '北府', '，', '而', '国民军', '还', '在', '北京', '，', '什么', '保证', '都', '靠不住', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(25, 26)","(31, 32)",北府,北京,"['但', '我', '相信', '罗振玉', '他们', '的话', '，', '段', '和', '张', '的', '保证', '都', '是因为', '我进', '了', '使馆', '才', '说', '的', '，', '我', '如果', '还', '在', '北府', '，', '而', '国民军', '还', '在', '北京', '，', '什么', '保证', '都', '靠不住', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(17, 18)","(24, 26)",德国,六国饭店,"['事实上', '，', '王公', '们', '也', '正在', '向', '使馆区', '里', '找', '住处', '，', '后来', '有', '的', '进', '了', '德国', '兵营', '，', '有', '的', '进', '了', '六国', '饭店', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(11, 12)","(16, 17)",李石曾,易培基,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(16, 17)","(19, 20)",易培基,汪精卫,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(16, 17)","(22, 23)",易培基,俞同奎,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(19, 20)","(22, 23)",汪精卫,俞同奎,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(19, 20)","(24, 25)",汪精卫,沈兼士,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(19, 20)","(26, 27)",汪精卫,范源濂,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(22, 23)","(24, 25)",俞同奎,沈兼士,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(22, 23)","(26, 27)",俞同奎,范源濂,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(22, 23)","(28, 29)",俞同奎,鹿锺麟,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(24, 25)","(26, 27)",沈兼士,范源濂,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(24, 25)","(28, 29)",沈兼士,鹿锺麟,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(24, 25)","(30, 32)",沈兼士,张璧,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(26, 27)","(28, 29)",范源濂,鹿锺麟,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(26, 27)","(30, 32)",范源濂,张璧,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(28, 29)","(30, 32)",鹿锺麟,张璧,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(30, 32)","(37, 38)",张璧,绍英,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(37, 38)","(43, 44)",绍英,宝熙,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(43, 44)","(50, 51)",宝熙,罗振玉,"['这个', '刚成立', '不久', '的', '委员会', '，', '由', '代表', '民国', '方面', '的', '李石曾', '（', '委员长', '）', '、', '易培基', '（', '代表', '汪精卫', '）', '、', '俞同奎', '、', '沈兼士', '、', '范源濂', '、', '鹿锺麟', '、', '张', '璧', '和', '代表', '清室', '方面', '的', '绍英', '、', '载润', '、', '耆龄', '、', '宝熙', '等', '组成', '，', '并', '请', '了', '罗振玉', '列席', '。']",《溥仪自传--我的前半生》.txt
Ns,Nh,"(15, 16)","(18, 19)",日本,罗振玉,"['宝熙', '后来', '通过', '他', '的', '门生', '从', '宫里', '弄', '出', '十几', '箱', '东西', '运到', '了', '日本', '使馆', '，', '罗振玉', '立刻', '反对', '说', '：', '“', '这', '岂', '不是', '从', '强盗', '手里', '讨', '施舍', '？']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(5, 6)",双忠,文忠,"['至', '天上', '，', '双忠', '（', '文忠', '、', '忠武', '）', '①', '下', '相迎', '；']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(7, 8)",双忠,忠武,"['至', '天上', '，', '双忠', '（', '文忠', '、', '忠武', '）', '①', '下', '相迎', '；']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(5, 6)","(7, 8)",文忠,忠武,"['至', '天上', '，', '双忠', '（', '文忠', '、', '忠武', '）', '①', '下', '相迎', '；']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(1, 2)","(4, 5)",文忠,梁鼎芬,"['①', '文忠', '、', '忠武是', '梁鼎芬', '和', '张勋', '的', '谥', '法', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(1, 2)","(6, 7)",文忠,张勋,"['①', '文忠', '、', '忠武是', '梁鼎芬', '和', '张勋', '的', '谥', '法', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(4, 5)","(6, 7)",梁鼎芬,张勋,"['①', '文忠', '、', '忠武是', '梁鼎芬', '和', '张勋', '的', '谥', '法', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(6, 7)","(8, 9)",天津,上海,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(6, 7)","(10, 11)",天津,广东,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(6, 7)","(12, 13)",天津,福建,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(8, 9)","(10, 11)",上海,广东,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(8, 9)","(12, 13)",上海,福建,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Ns,Ns,"(10, 11)","(12, 13)",广东,福建,"['到', '了', '生日', '这天', '，', '从', '天津', '、', '上海', '、', '广东', '、', '福建', '等', '地来', '的', '遗老', '竟达', '一百', '以上', '，', '东交民巷', '各', '使馆', '的', '人员', '也', '有人', '参加', '，', '加上', '王公', '大臣', '、', '当地', '遗老', '，', '共有', '五六百', '人之多', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(7, 8)","(13, 14)",葛,王公,"['那天', '我', '穿', '的', '是', '蓝', '花丝', '葛', '长袍', '，', '黑缎', '马褂', '，', '王公', '大臣', '和', '各地', '遗老', '们', '也', '是', '这种', '装束', '。']",《溥仪自传--我的前半生》.txt
Nh,Nh,"(3, 4)","(9, 10)",余,尔,"['另有', '作用', '，', '余', '虽', '不必', '明言', '，', '大约', '尔', '等', '亦', '必知', '之', '。']",《溥仪自传--我的前半生》.txt
Nh,Ns,"(3, 4)","(9, 10)",余,中国,"['不', '从', '，', '余', '决不能', '假借', '外人', '势力', '干涉', '中国', '内政', '。']",《溥仪自传--我的前半生》.txt
